date,tavg,tmin,tmax,prcp,wspd,wpgt,pres,tsun
2025-05-25 00:00:00,12,6.7,15.6,0,11.9,,1016.7,
2025-05-26 00:00:00,13.8,5,22.2,0.3,7.2,,1022.2,
2025-05-27 00:00:00,17.4,5.6,26.1,0,5.8,,1026.1,
2025-05-28 00:00:00,19.1,12.2,26.1,0,11.9,,1024.8,
2025-05-29 00:00:00,16.2,12.8,18.9,0.3,6.8,,1017.9,
2025-05-30 00:00:00,18.5,14.4,23.9,1,12.2,,1005.1,
2025-05-31 00:00:00,16.2,10,21.1,4.8,17.3,,989.6,
2025-06-01 00:00:00,12.9,8.9,18.9,0.3,16.9,,1002.4,
2025-06-02 00:00:00,14.9,7.8,21.7,0,10.8,,1013.7,
2025-06-03 00:00:00,17.8,6.7,26.7,0,6.1,,1020,
2025-06-04 00:00:00,21.3,12.8,28.3,0,11.2,,1021.3,
2025-06-05 00:00:00,25.1,13.9,33.9,0,4.7,,1015.7,
2025-06-06 00:00:00,22.4,18.3,26.7,0,8.3,,1013.3,
2025-06-07 00:00:00,18.5,13.9,21.1,34.8,5.4,,1009.2,
2025-06-08 00:00:00,16.9,11.7,22.2,0,9,,1012.7,
2025-06-09 00:00:00,15,13.3,17.2,0,13.3,,1016.1,
2025-06-10 00:00:00,14.9,13.3,16.7,2.3,6.1,,1012.9,
2025-06-11 00:00:00,21,13.9,27.8,0,12.6,,1015.7,
2025-06-12 00:00:00,23.5,16.7,29.4,0,18,,1013.7,
2025-06-13 00:00:00,17.8,13.9,22.8,0,9.8,,1020.3,
2025-06-14 00:00:00,14.4,13.3,15,0,9.7,,1021.4,
2025-06-15 00:00:00,15.8,12.3,21.1,0,9.1,,1022.4,
2025-06-16 00:00:00,16.5,10.1,22.8,0,9.8,,1021.8,
2025-06-17 00:00:00,17.9,13.5,22.2,1.8,7.5,,1018.4,
2025-06-18 00:00:00,20.8,17.4,25,0,9.7,,1013.2,
2025-06-19 00:00:00,25.6,19.7,32.8,0,14.7,,1007.5,
2025-06-20 00:00:00,24,21.5,27.8,0,28.7,,1006.6,
2025-06-21 00:00:00,22.4,16.1,28.9,0,10.2,,1017.4,
2025-06-22 00:00:00,25.7,21,32.8,1.2,13.9,,1014.1,
2025-06-23 00:00:00,28.8,20.7,36.1,0,7.4,,1016.3,
2025-06-24 00:00:00,30.9,24.9,37.8,0,13,,1015.3,
2025-06-25 00:00:00,28.8,24.3,33.9,0,10.1,,1014.8,
2025-06-26 00:00:00,20.3,17.2,26.1,0,13.5,,1020.5,
2025-06-27 00:00:00,19.7,14.2,23.9,0,11.3,,1024.3,
2025-06-28 00:00:00,17.3,15,20,1.7,5.6,,1018.7,
2025-06-29 00:00:00,23.3,17.8,28.9,0,9.3,,1014.1,
2025-06-30 00:00:00,24,16.4,31.1,0,7,,1015.1,
2025-07-01 00:00:00,25.8,20.7,32.8,0.8,15.6,,1009.2,
2025-07-02 00:00:00,25,21.1,28.9,1,11.3,,1009.4,
2025-07-03 00:00:00,24.2,20,31.1,0.3,11.5,,1009,
2025-07-04 00:00:00,21.3,16.1,26.1,0,13,,1015.8,
2025-07-05 00:00:00,21.7,15,27.8,0,8.4,,1020,
2025-07-06 00:00:00,26.3,19.5,33.9,0,15,,1015.7,
2025-07-07 00:00:00,26.9,21.1,32.2,0,17.3,,1014.8,
2025-07-08 00:00:00,27.5,22.2,32.8,0,10.5,,1013.6,
2025-07-09 00:00:00,21.6,18.9,24.1,16.6,8.1,,1016,
2025-07-10 00:00:00,18.9,17.2,20,18.5,8.3,,1016.5,
2025-07-11 00:00:00,21.4,16.7,28.3,0.3,4.7,,1017.6,
2025-07-12 00:00:00,23.1,19.4,29.4,0,9.4,,1019.7,
2025-07-13 00:00:00,23.3,18.9,29.4,0,11.2,,1019.9,
2025-07-14 00:00:00,24.2,20.6,29.4,0,13,,1018.3,
2025-07-15 00:00:00,27.2,22.8,33.3,0,9,,1017.6,
2025-07-16 00:00:00,27.5,20,34.4,0,7.9,,1016.1,
2025-07-17 00:00:00,27.8,23.3,32.8,0,16.6,,1009.8,
2025-07-18 00:00:00,23.7,13.9,28.9,0,13.7,,1014.8,
2025-07-19 00:00:00,21.4,11.1,29.4,0,8.6,,1018.7,
2025-07-20 00:00:00,24.5,18.9,31.7,4.8,12.6,,1010.1,
2025-07-21 00:00:00,21,11.1,26.7,0,14.4,,1012.2,
2025-07-22 00:00:00,18.5,8.3,27.2,0,7.6,,1020.9,
2025-07-23 00:00:00,21.3,11.1,28.9,0,7.6,,1023.8,
2025-07-24 00:00:00,25,18.3,32.8,0,16.9,,1019.8,
2025-07-25 00:00:00,26.8,21.1,34.4,0.3,12.2,,1013,
2025-07-26 00:00:00,22.7,15,30,0,8.6,,1019.4,
2025-07-27 00:00:00,20.5,16.7,24.4,4.1,9,,1016.5,
2025-07-28 00:00:00,24.8,17.2,33.9,0,4.7,,1015,
2025-07-29 00:00:00,28.2,20.6,36.7,0,8.6,,1014.6,
2025-07-30 00:00:00,27.3,18.9,35.6,0,4.7,,1014.9,
2025-07-31 00:00:00,20.5,16.1,25,45.2,10.4,,1018.4,
2025-08-01 00:00:00,19,11.1,26.1,7.9,10.8,,1022.7,
2025-08-02 00:00:00,17.7,8.3,26.7,0,7.2,,1023.9,
2025-08-03 00:00:00,20.2,10.6,28.3,0,6.1,,1021.3,
2025-08-04 00:00:00,21.8,13.3,30.6,0,3.2,,1020.8,
2025-08-05 00:00:00,20.3,13.9,25,0,7.2,,1027.2,
2025-08-06 00:00:00,19.4,12.8,27.2,0,5.4,,1031,
2025-08-07 00:00:00,21,13.9,27.8,0,6.1,,1028.8,
2025-08-08 00:00:00,20.8,11.7,28.9,0,6.5,,1025.5,
2025-08-09 00:00:00,20.9,11.7,29.4,0,6.8,,1024.1,
2025-08-10 00:00:00,23.7,15,31.7,0,6.1,,1023.3,
2025-08-11 00:00:00,25.6,17.2,33.9,0,4.3,,1021.4,
2025-08-12 00:00:00,25.8,17.2,33.3,0,7.2,,1017.4,
2025-08-13 00:00:00,25.3,18.9,32.2,0,10.8,,1012.3,
2025-08-14 00:00:00,26,18.9,33.3,0,6.1,,1012.9,
2025-08-15 00:00:00,22.4,12.2,28.9,0,8.3,,1021.5,
2025-08-16 00:00:00,21.5,11.1,31.7,0,7.9,,1020.5,
2025-08-17 00:00:00,25.1,18.9,33.3,0,13,,1012.7,
2025-08-18 00:00:00,18.5,10,24.4,0.5,10.8,,1021.4,
2025-08-19 00:00:00,16.5,8.3,23.9,0,4.7,,1024.8,
2025-08-20 00:00:00,15.2,12.2,18.9,5.8,5.4,,1022.6,
2025-08-21 00:00:00,16.1,11.7,21.7,0,13.7,,1018.9,
2025-08-22 00:00:00,19.7,9.4,29.4,0,10.4,,1015.5,
2025-08-23 00:00:00,22.3,12.2,30.6,0,12.6,,1017.7,
2025-08-24 00:00:00,21.4,13.9,28.3,0,14.4,,1016,
2025-08-25 00:00:00,21.5,15.6,28.3,5.8,6.1,,1009.9,
2025-08-26 00:00:00,19.6,11.7,26.1,0,11.5,,1013.9,
2025-08-27 00:00:00,16.1,8.3,24.4,1.3,8,,1015.8,
2025-08-28 00:00:00,17,6.7,25,0,11.1,,1018.8,
2025-08-29 00:00:00,17.8,13.9,25,3,12.3,,1014.4,
2025-08-30 00:00:00,17,9.4,24.4,0,9.4,,1015,
2025-08-31 00:00:00,16.7,8.3,25.6,0,8.6,,1021.4,
2025-09-01 00:00:00,17.2,7.8,25.6,0,9.5,,1024.3,
2025-09-02 00:00:00,18.1,10,26.1,0,8.8,,1020.5,
2025-09-03 00:00:00,18.2,10,26.7,0,9.6,,1013.8,
2025-09-04 00:00:00,18.9,10,27.8,0,11.9,,1012.2,
2025-09-05 00:00:00,21.4,17.2,28.9,3,13.8,,1012.9,
2025-09-06 00:00:00,22.8,17.2,30.6,24.9,16.8,,1013.7,
2025-09-07 00:00:00,16.6,13.9,17.2,18,7.8,,1016.6,
2025-09-08 00:00:00,14.6,7.2,21.1,0,8.8,,1023.8,
2025-09-09 00:00:00,14.8,5.6,22.2,0,8.8,,1027.5,
2025-09-10 00:00:00,14,7.8,21.7,0,7.1,,1023.4,
2025-09-11 00:00:00,15.8,6.7,25.6,0,4.2,,1018.5,
2025-09-12 00:00:00,16.2,8.3,22.8,0,5.7,,1022.5,
2025-09-13 00:00:00,15.9,7.2,25.6,0,6.9,,1019.4,
2025-09-14 00:00:00,18.8,12.2,26.7,0,3.7,,1017.1,
2025-09-15 00:00:00,15.7,10,23.9,0,6.5,,1024,
2025-09-16 00:00:00,16.8,8.3,23.9,0,6.1,,1024.9,
2025-09-17 00:00:00,14.6,6.7,23.9,0,7.2,,1020.8,
2025-09-18 00:00:00,18.9,13.3,25.6,0.8,3.5,,1013.5,
2025-09-19 00:00:00,19.5,10.6,27.8,0,10,,1014,
2025-09-20 00:00:00,13.9,4.4,21.1,0,3.1,,1024.5,
2025-09-21 00:00:00,11.8,3.3,20,0,4.3,,1026.6,
2025-09-22 00:00:00,13.7,4.4,23.3,0,7.1,,1019.6,
2025-09-23 00:00:00,19.3,12.8,26.7,0,7.8,,1014.8,
2025-09-24 00:00:00,18.7,16.7,19.4,3.8,9.6,,1018.8,
2025-09-25 00:00:00,19.3,17.2,22.2,5.6,12.5,,1012.5,
2025-09-26 00:00:00,22.3,13.9,26.7,0,9.2,,1007.5,
2025-09-27 00:00:00,18.8,11.7,25.6,0,4.7,,1014.2,
2025-09-28 00:00:00,21.7,15,28.9,0,9.6,,1016,
2025-09-29 00:00:00,18.3,9.4,26.1,0,4.4,,1021.7,
2025-09-30 00:00:00,16.6,9.4,23.3,0,7.4,,1019.2,
2025-10-01 00:00:00,13.2,5.6,18.9,0,14,,1022.8,
2025-10-02 00:00:00,10.1,1.7,17.2,0,5.8,,1030.8,
2025-10-03 00:00:00,12.4,2.8,23.3,0,6.5,,1025.1,
2025-10-04 00:00:00,16.5,5.6,27.8,0,2.3,,1021.1,
2025-10-05 00:00:00,17.9,8.3,28.9,0,3.5,,1024.2,
2025-10-06 00:00:00,20.3,12.2,28.9,0,9.2,,1023,
2025-10-07 00:00:00,20,15,27.8,0,14.7,,1018.9,
2025-10-08 00:00:00,18.2,7.2,21.1,13.7,8.9,,1013.4,
2025-10-09 00:00:00,8.8,-0.6,13.3,0,6.3,,1025.6,
2025-10-10 00:00:00,5.9,-3.3,16.7,0,3.7,,,
2025-10-11 00:00:00,12,6.1,18.9,0,3.3,,1024.8,
2025-10-12 00:00:00,10.8,6.1,13.9,9.1,15.8,,1022.9,
2025-10-13 00:00:00,11.6,10,11.7,16.5,25.8,,1020.4,
2025-10-14 00:00:00,11,9.4,13.9,3.8,11.2,,1018.2,
2025-10-15 00:00:00,12.3,7.8,17.2,0,12.3,,1013.2,
2025-10-16 00:00:00,9.1,5,13.3,0,20.7,,1011.1,
2025-10-17 00:00:00,10.6,1.7,16.7,0,11.2,,1013,
2025-10-18 00:00:00,8.1,0,17.8,0,2.7,,1015.6,
2025-10-19 00:00:00,11.8,4.4,20.6,0,9.2,,1015.9,
2025-10-20 00:00:00,15.8,11.1,18.9,13.2,16.5,,1007.6,
2025-10-21 00:00:00,13.1,8.3,18.3,0,11.6,,1009.4,
2025-10-22 00:00:00,12.5,8.9,18.9,17,10.4,,1006.2,
2025-10-23 00:00:00,10.8,5,16.1,0,11.1,,1010.9,
2025-10-24 00:00:00,8,0.6,14.4,0,5.3,,1017.5,
2025-10-25 00:00:00,6.7,0,13.9,0,6,,1025.2,
2025-10-26 00:00:00,6.6,-1.1,13.9,0,6.8,,1027.7,
2025-10-27 00:00:00,4,-2.8,11.7,0,5.6,,1027.6,
2025-10-28 00:00:00,5.8,-1.7,12.8,0,10.2,,1026.9,
2025-10-29 00:00:00,8,7.2,9.4,0,10,,1021.9,
2025-10-30 00:00:00,9.6,7.2,14.4,27.4,16.1,,1012.4,
2025-10-31 00:00:00,13.4,8.9,15,1.3,22.7,,988.5,
2025-11-01 00:00:00,9.8,2.8,13.3,0,22.1,,1006.9,
2025-11-02 00:00:00,5.7,-1.7,11.7,0,12,,1022.8,
2025-11-03 00:00:00,4.9,-2.2,13.9,1.5,12.2,,1016.4,
2025-11-04 00:00:00,9.2,5,12.8,0,22.2,,1011.4,
2025-11-05 00:00:00,7,-2.2,13.3,0.3,8.8,,1009.6,
2025-11-06 00:00:00,8.6,0,11.1,0.8,21.4,,1011.2,
2025-11-07 00:00:00,4.3,-2.8,12.2,0,15,,1013,
2025-11-08 00:00:00,12.5,2.8,16.7,1.3,12,,1006.6,
2025-11-09 00:00:00,8.7,4.4,14.4,2,10,,1012.2,
2025-11-10 00:00:00,10,3.3,12.2,10.4,9,,1001.7,
2025-11-11 00:00:00,2.5,-0.6,3.3,0,22.7,,1000.7,
2025-11-12 00:00:00,2.9,0,6.7,0,11.8,,1006.1,
2025-11-13 00:00:00,6.1,-0.6,9.4,0.5,13.9,,1008,
2025-11-14 00:00:00,3,-1.1,7.2,0,11.3,,1013.1,
2025-11-15 00:00:00,2.1,-4.4,7.2,8.6,9.5,,1004.7,
2025-11-16 00:00:00,5.8,0.6,12.8,5.6,15,,987.9,
2025-11-17 00:00:00,2,0,5.6,0,23,,1001,
2025-11-18 00:00:00,3.4,-5,8.3,0,13.3,,1016.2,
2025-11-19 00:00:00,-0.2,-6.7,7.2,0,4,,1022,
2025-11-20 00:00:00,-0.9,-7.2,7.8,0,1.3,,1023,
2025-11-21 00:00:00,0.3,-6.1,8.9,0,4.5,,1016.1,
2025-11-22 00:00:00,4.4,-5,8.3,2.8,5.3,,1011.9,
2025-11-23 00:00:00,-0.8,-7.2,3.9,0,2.3,,1014.2,
2025-11-24 00:00:00,2.5,-4.4,9.4,0,7.9,,1019.7,
2025-11-25 00:00:00,3,-4.4,10,5.3,8.3,,1021.2,
2025-11-26 00:00:00,12.2,9.4,16.1,3.3,11.3,,1007,
2025-11-27 00:00:00,8,1.7,12.8,0,15.7,,1008,
2025-11-28 00:00:00,2.4,-0.6,5.6,0,18.8,,1008.7,
2025-11-29 00:00:00,1.4,-6.1,5.6,0,14.6,,1026.2,
2025-11-30 00:00:00,0.4,-4.4,6.7,3,7.3,,1024,
2025-12-01 00:00:00,3.6,-8.3,5.6,0,13,,1022.2,
2025-12-02 00:00:00,-3,-7.8,0.6,21.3,8.6,,1014.1,
2025-12-03 00:00:00,0.1,-4.4,2.2,0.5,10.9,,1012.9,
2025-12-04 00:00:00,-0.6,-9.4,3.9,0,18.5,,1015,
2025-12-05 00:00:00,-8.5,-14.4,-3.3,0,8.4,,1022.9,
2025-12-06 00:00:00,-2.4,-5.6,3.9,0,3.1,,1012.5,
2025-12-07 00:00:00,-0.9,-7.2,3.3,0,5.9,,1015.7,
2025-12-08 00:00:00,-3.3,-13.3,1.1,0,16.8,,1021.8,
2025-12-09 00:00:00,-9.5,-16.1,-2.2,0,6,,1019.9,
2025-12-10 00:00:00,2.1,-1.7,8.9,3,16.1,,1001,
2025-12-11 00:00:00,1,-5,3.3,0,25,,998.2,
2025-12-12 00:00:00,-3.6,-6.7,1.7,0,22.8,,1010.6,
2025-12-13 00:00:00,-1.3,-5,1.7,0,9.3,,1016.9,
2025-12-14 00:00:00,-1.2,-8.9,0,2,12,,1013.1,
2025-12-15 00:00:00,-7.9,-11.1,-5,0,18.2,,1017.8,
2025-12-16 00:00:00,-4,-7.8,1.7,0,8.6,,1019.9,
2025-12-17 00:00:00,1,-3.3,7.8,0,16.5,,1012.4,
2025-12-18 00:00:00,2.9,-7.2,9.4,0,7,,1023.5,
2025-12-19 00:00:00,9.7,1.1,15.6,15,20.5,,1000.3,
2025-12-20 00:00:00,0.8,-2.2,3.3,0,13.3,,,
2025-12-21 00:00:00,3,-1.7,7.8,0,11.5,,,
2025-12-22 00:00:00,-2.4,-8.3,0,0,10.9,,,
2025-12-23 00:00:00,-2.1,-6.1,2.8,5.6,5.6,,1020.4,
2025-12-24 00:00:00,0.3,-6.7,1.1,0.3,12.4,,1017,
2025-12-25 00:00:00,-1.9,-8.3,3.3,0,19.2,,1014.6,
2025-12-26 00:00:00,-8.9,-12.8,-6.1,1.3,10.1,,1020.9,
2025-12-27 00:00:00,-8.2,-15.6,-4.4,1.8,6.8,,1019.8,
2025-12-28 00:00:00,-8.9,-17.8,2.8,2.5,4.2,,1017.4,
2025-12-29 00:00:00,1.2,-1.1,6.1,18.3,9.3,,995.2,
2025-12-30 00:00:00,-3,-5.6,-0.6,0,30.3,,997.5,
2025-12-31 00:00:00,-3.1,-6.7,0.6,0,14.7,,1004.9,
2026-01-01 00:00:00,-4.5,-10,-1.7,0.3,20.8,,1003,
2026-01-02 00:00:00,-7.4,-10,-2.8,0,13,,1006.1,
2026-01-03 00:00:00,-5.7,-10,-0.6,0,11.2,,1011.4,
2026-01-04 00:00:00,-3.7,-6.1,-1.7,0.5,8,,1016.3,
2026-01-05 00:00:00,-7,-13.3,-3.9,0.5,6.4,,1021.2,
2026-01-06 00:00:00,-3.4,-6.7,-0.6,0.3,4.7,,1014.6,
2026-01-07 00:00:00,-0.7,-1.1,1.1,4.6,8.4,,1006.8,
2026-01-08 00:00:00,1.4,-5.6,7.8,0,6.1,,1020.2,
2026-01-09 00:00:00,-0.1,-7.2,10.6,0.8,11.3,,1021.4,
2026-01-10 00:00:00,6.2,-0.6,10,7.1,10.2,,1018.9,
2026-01-11 00:00:00,3.8,0,7.2,1.8,14.2,,1005.6,
2026-01-12 00:00:00,-0.4,-5,3.3,0,14.9,,1015,
2026-01-13 00:00:00,1.4,-1.7,7.2,0,9.9,,1013.2,
2026-01-14 00:00:00,6.4,0.6,10,0,6.9,,1002.4,
2026-01-15 00:00:00,6.1,-3.3,10.6,0.3,13.3,,993.8,
2026-01-16 00:00:00,-3.9,-8.9,-0.6,0,19.3,,1006.8,
2026-01-17 00:00:00,-1.5,-3.3,1.7,2.8,5.5,,1017.7,
2026-01-18 00:00:00,-1.5,-6.1,0.6,5.3,5.1,,1014.6,
2026-01-19 00:00:00,-1.6,-6.1,0,1.8,11.2,,1010.5,
2026-01-20 00:00:00,-7.1,-12.2,-5,0,14.1,,1021.8,
2026-01-21 00:00:00,-9.2,-13.9,-0.6,2,9,,1028.2,
2026-01-22 00:00:00,1.4,-6.7,6.1,0.5,13.4,,1014.5,
2026-01-23 00:00:00,-3.4,-11.1,-0.6,0,19.7,,1018.7,
2026-01-24 00:00:00,-13,-17.2,-11.1,0,18.2,,1033.8,
2026-01-25 00:00:00,-14.6,-18.3,-10,25.7,9.3,,1029.2,
2026-01-26 00:00:00,-9.9,-12.2,-7.8,2,15,,1007.5,
2026-01-27 00:00:00,-9.9,-16.1,-6.7,0,12.5,,1012.7,
2026-01-28 00:00:00,-11.3,-20.6,-6.1,0,7.2,,1015.4,
2026-01-29 00:00:00,-13.1,-22.2,-5,0,9.9,,1014.4,
2026-01-30 00:00:00,-12,-18.9,-9.4,0,18.3,,1015.3,
2026-01-31 00:00:00,-15.2,-25,-6.1,0,5.3,,1018.8,
2026-02-01 00:00:00,-11.1,-15,-5,0,18.3,,1009.1,
2026-02-02 00:00:00,-6.9,-17.2,1.1,0,8.5,,1012,
2026-02-03 00:00:00,-9,-20.6,1.7,0,1.5,,1018.4,
2026-02-04 00:00:00,-5.1,-12.8,-1.1,0,12.4,,1019.3,
2026-02-05 00:00:00,-8.2,-18.3,0,0,3.6,,1015.8,
2026-02-06 00:00:00,-9,-16.7,-2.2,0,5.4,,1006.6,
2026-02-07 00:00:00,-6.3,-15.6,-5,2.3,15.1,,1003,
2026-02-08 00:00:00,-13.3,-17.2,-8.9,0,22.7,,1015.9,
2026-02-09 00:00:00,-8.6,-14.4,-1.1,0,18.9,,1019.2,
2026-02-10 00:00:00,-6.3,-16.7,2.2,0.5,9.9,,1016.8,
2026-02-11 00:00:00,-0.7,-9.4,3.9,0.5,12.2,,1007.7,
2026-02-12 00:00:00,-1.9,-5,1.7,0,,,,
2026-02-13 00:00:00,-3.9,-15.6,3.3,0,4.6,,,
2026-02-14 00:00:00,-1.4,-6.1,1.7,0,5.2,,,
2026-02-15 00:00:00,-4,-13.3,1.7,0,4.2,,1020,
2026-02-16 00:00:00,-3,-8.3,2.2,0,4.5,,1021.4,
2026-02-17 00:00:00,-1.8,-6.7,2.8,0,6.1,,1018.8,
2026-02-18 00:00:00,1.3,-5.6,3.9,0,8.4,,1011.9,
2026-02-19 00:00:00,1.9,-1.7,5.6,0,6.6,,1017.5,
2026-02-20 00:00:00,-0.5,-5,2.8,7.9,7.8,,1011.6,
2026-02-21 00:00:00,-1.1,-2.8,0,1,7,,1014.3,
2026-02-22 00:00:00,-1.7,-3.3,0,0.3,7.5,,,
2026-02-23 00:00:00,-2.1,-4.4,0,6.9,20.1,43,,
2026-02-24 00:00:00,-3.1,-7.8,-0.6,0,11.2,,,
2026-02-25 00:00:00,-4.3,-13.9,3.9,0.5,6.1,,,
2026-02-26 00:00:00,-0.1,-8.3,5,0,5,,1010.7,
2026-02-27 00:00:00,-2.4,-13.3,6.1,0,3.1,,1019.5,
2026-02-28 00:00:00,2.2,-7.2,10,0,6.6,,,
2026-03-01 00:00:00,-0.3,-7.2,2.2,0.5,10.4,,1021.8,
2026-03-02 00:00:00,-7.3,-16.1,-1.7,0,8.3,,1036.8,
2026-03-03 00:00:00,-6.4,-15,0,11.9,7.5,,1032.3,
2026-03-04 00:00:00,2.2,-4.4,12.2,2.8,3.9,,1022.5,
2026-03-05 00:00:00,-0.3,-5.6,5.6,5.3,11.5,,1026.4,
2026-03-06 00:00:00,-0.2,-3.3,1.1,9.1,14.1,,1030.5,
2026-03-07 00:00:00,2.3,0,8.9,0,11.9,,1018.7,
2026-03-08 00:00:00,9.3,2.2,12.8,0,11.8,,1007.2,
2026-03-09 00:00:00,8.1,-2.8,18.9,0,9.8,,1014.4,
2026-03-10 00:00:00,13.2,0,24.4,0,5.8,,1014.5,
2026-03-11 00:00:00,7.6,3.3,11.7,4.1,10.9,,1013.2,
2026-03-12 00:00:00,8.2,0.6,15.6,3,17.8,,1003.4,
2026-03-13 00:00:00,1.6,-3.3,5.6,0,14.4,,1014.7,
2026-03-14 00:00:00,2.9,-3.9,7.8,0,18.2,,1012,
2026-03-15 00:00:00,1.4,-2.8,5,0,10.8,,1030.2,
2026-03-16 00:00:00,8.9,3.3,18.3,21.3,18.6,,1009.7,
2026-03-17 00:00:00,8.3,-3.3,15.6,0.3,30.8,40,1004.2,
2026-03-18 00:00:00,-2,-6.1,2.8,0,14.5,,1026.5,
2026-03-19 00:00:00,-0.4,-4.4,4.4,0,9.1,,1025,
2026-03-20 00:00:00,5.3,-2.8,13.3,1,14.8,,1014.6,
2026-03-21 00:00:00,7.1,1.1,10.6,0,13.6,,1011.1,
2026-03-22 00:00:00,4,1.7,7.2,7.6,10.6,,1010.6,
2026-03-23 00:00:00,1.9,0,2.2,7.1,12.7,,1012.7,
2026-03-24 00:00:00,2.7,-0.6,8.3,0,12.8,,1024.4,
2026-03-25 00:00:00,4.8,-2.2,12.2,0,14.4,,1024.8,
2026-03-26 00:00:00,11,4.4,18.3,4.8,13.1,,1010.7,
2026-03-27 00:00:00,7.6,-2.2,11.7,0,15.2,,1013.4,
2026-03-28 00:00:00,-0.7,-4.4,3.9,0,14.4,,1027.4,
2026-03-29 00:00:00,2.4,-4.4,11.7,0,12.8,,,
2026-03-30 00:00:00,10.7,3.3,22.2,0,10.2,
2026-03-31 00:00:00,11.9,3.9,16.7,4.1,6.3,
2026-04-01 00:00:00,9.6,4.4,23.3,0.3,6,,1016.2,
2026-04-02 00:00:00,3.7,2.2,5.6,9.4,8.8,,1032.4,
2026-04-03 00:00:00,8.6,2.8,21.1,0,6.5,
2026-04-04 00:00:00,11.3,3.3,15.6,0,10.6,
2026-04-05 00:00:00,6.2,3.3,12.8,2.3,5.8,
2026-04-06 00:00:00,7,-2.2,10,0,11.2,
2026-04-07 00:00:00,2.3,-3.9,7.8,2.5,5.8,
2026-04-08 00:00:00,1.7,-3.3,8.3,0,6.2,
2026-04-09 00:00:00,5.5,-3.9,15,0,8,
2026-04-10 00:00:00,9.6,0.6,22.8,0,8.7,
2026-04-11 00:00:00,12.3,4.4,15,0,10.7,
2026-04-12 00:00:00,7,-2.2,13.9,0.5,5.7,,1031.1,
2026-04-13 00:00:00,13.1,6.1,22.8,0,9.1,,1018.3,
2026-04-14 00:00:00,20.8,13.9,29.4,13,7.9,
2026-04-15 00:00:00,17.8,10,25,0,6.5,
2026-04-16 00:00:00,12.8,8.9,22.2,5.1,4.4,
2026-04-17 00:00:00,13.2,6.7,19.4,4.6,3.8,
2026-04-18 00:00:00,9.4,4.4,15.6,0,5,
2026-04-19 00:00:00,7.3,-0.6,10,4.8,4.8,
2026-04-20 00:00:00,4,-3.9,11.1,0,5.6,
2026-04-21 00:00:00,4,-3.9,10,0,5.3,
2026-04-22 00:00:00,5.1,1.1,8.3,0,6.7,
2026-04-23 00:00:00,10.8,1.7,18.3,0,8.1,,1011,
2026-04-24 00:00:00,6.4,-1.7,14.4,0,5.7,,1011.4,
2026-04-25 00:00:00,5.6,-2.2,11.1,0,3.3,
2026-04-26 00:00:00,10,2.8,16.1,0,3.2,
2026-04-27 00:00:00,10.5,0,19.4,0,6.5,
2026-04-28 00:00:00,9.8,1.1,16.7,0,7.8,
2026-04-29 00:00:00,9.2,7.2,15,0,7.2,,1016,
2026-04-30 00:00:00,8.8,7.2,12.2,4.1,2.1,,1003.7,
2026-05-01 00:00:00,11.7,6.1,17,0,13.3,,1010,
2026-05-02 00:00:00,9.5,8,12,12,5.9,
2026-05-03 00:00:00,8.8,7,10,1.2,12.5,
2026-05-04 00:00:00,13.9,2.2,22.8,0,13,
2026-05-05 00:00:00,18.3,10.6,28.3,0,11.3,
2026-05-06 00:00:00,17.5,13.3,23.3,2.8,11.4,
2026-05-07 00:00:00,13,6.7,17.8,0.8,8,,1006.9,
2026-05-08 00:00:00,9.9,1.1,16.1,0,6.8,,1008.5,
2026-05-09 00:00:00,7.8,0.6,12.2,16,3.1,
2026-05-10 00:00:00,15.2,9.4,23.3,0,6,
2026-05-11 00:00:00,12.3,2.8,16.7,0,5.3,
2026-05-12 00:00:00,10.3,1.7,17.2,0,4.3,
2026-05-13 00:00:00,11.2,3.3,18.3,0.8,5,
2026-05-14 00:00:00,13.5,11.1,17.2,9.7,5.2,
2026-05-15 00:00:00,10.7,6.7,12.2,0.3,3.8,
2026-05-16 00:00:00,16.8,5.6,25.6,0,7.6,
2026-05-17 00:00:00,22,13.9,30.6,2.5,6.4,
2026-05-18 00:00:00,19,11.1,23.9,0,5.9,
2026-05-19 00:00:00,25.4,15,35.6,0.8,7,,1016.4,
2026-05-20 00:00:00,25.3,20,31.7,0,8.6,,1011,
2026-05-21 00:00:00,16.5,8.9,20,0,5.5,
2026-05-22 00:00:00,12.5,4.4,17.8,0,4,
2026-05-23 00:00:00,12.8,6.7,18.3,0,4.2,
2026-05-24 00:00:00,11.5,11.1,12.8,7.1,7.1,
2026-05-25 00:00:00,15.9,11.7,25,6.6,4,
2026-05-26 00:00:00,20.4,8.9,28.9,0,4.8,
2026-05-27 00:00:00,23.3,16.1,29.4,1.8,7.9,
2026-05-28 00:00:00,17.2,11.7,22.2,2.6,6.7,
2026-05-29 00:00:00,15.7,8.9,21.6,0.1,12.8,
2026-05-30 00:00:00,8.8,6.6,13.6,16.1,21.4,,1009.9,
